filename,label
audio_1261.wav,1.0
audio_942.wav,1.5
audio_1110.wav,1.5
audio_1024.wav,1.5
audio_538.wav,2.0
audio_350.wav,2.5
audio_64.wav,2.0
audio_252.wav,2.0
audio_1304.wav,2.0
audio_1230.wav,2.5
audio_133.wav,2.0
audio_790.wav,2.5
audio_947.wav,2.0
audio_288.wav,2.5
audio_1111.wav,2.0
audio_771.wav,2.5
audio_1184.wav,2.5
audio_918.wav,2.5
audio_1030.wav,2.0
audio_1112.wav,2.0
audio_873.wav,2.0
audio_539.wav,2.0
audio_899.wav,2.0
audio_1277.wav,2.5
audio_649.wav,2.5
audio_701.wav,2.0
audio_763.wav,2.5
audio_952.wav,2.0
audio_167.wav,2.5
audio_708.wav,2.0
audio_1245.wav,2.0
audio_812.wav,2.0
audio_76.wav,2.5
audio_1296.wav,2.5
audio_239.wav,2.0
audio_668.wav,2.5
audio_17.wav,2.0
audio_289.wav,2.5
audio_45.wav,2.5
audio_657.wav,2.0
audio_876.wav,2.0
audio_1069.wav,2.0
audio_1318.wav,2.0
audio_832.wav,2.0
audio_917.wav,2.0
audio_802.wav,2.0
audio_275.wav,2.0
audio_940.wav,2.0
audio_1120.wav,2.0
audio_535.wav,2.5
audio_244.wav,2.5
audio_1134.wav,2.0
audio_724.wav,2.0
audio_965.wav,2.0
audio_1031.wav,2.5
audio_1326.wav,2.5
audio_1325.wav,2.5
audio_273.wav,2.5
audio_1298.wav,2.5
audio_868.wav,2.0
audio_964.wav,2.0
audio_85.wav,2.0
audio_919.wav,2.0
audio_303.wav,2.5
audio_345.wav,2.0
audio_930.wav,2.0
audio_817.wav,2.0
audio_1104.wav,2.5
audio_836.wav,2.0
audio_946.wav,2.0
audio_1312.wav,2.0
audio_324.wav,2.5
audio_913.wav,2.5
audio_399.wav,2.0
audio_766.wav,2.0
audio_748.wav,2.0
audio_1114.wav,2.0
audio_1251.wav,2.0
audio_59.wav,2.0
audio_889.wav,2.5
audio_130.wav,2.5
audio_297.wav,2.0
audio_744.wav,2.5
audio_779.wav,2.0
audio_1210.wav,2.0
audio_680.wav,2.0
audio_944.wav,2.0
audio_8.wav,2.0
audio_1057.wav,2.0
audio_722.wav,2.0
audio_1036.wav,2.5
audio_760.wav,2.0
audio_675.wav,2.0
audio_62.wav,2.5
audio_865.wav,2.5
audio_654.wav,2.0
audio_743.wav,2.5
audio_950.wav,2.0
audio_77.wav,2.5
audio_916.wav,2.0
audio_1028.wav,2.0
audio_727.wav,2.0
audio_146.wav,2.0
audio_642.wav,2.0
audio_1313.wav,2.0
audio_1208.wav,2.0
audio_640.wav,2.0
audio_778.wav,2.5
audio_1025.wav,2.0
audio_939.wav,2.5
audio_1216.wav,2.5
audio_934.wav,2.0
audio_904.wav,2.5
audio_1102.wav,2.5
audio_1150.wav,3.0
audio_765.wav,3.0
audio_1117.wav,3.0
audio_685.wav,3.0
audio_1329.wav,3.0
audio_236.wav,3.0
audio_90.wav,3.0
audio_903.wav,3.0
audio_905.wav,3.0
audio_736.wav,3.0
audio_886.wav,3.0
audio_773.wav,3.0
audio_43.wav,3.5
audio_853.wav,3.0
audio_278.wav,3.0
audio_948.wav,3.0
audio_869.wav,3.0
audio_1223.wav,3.0
audio_1038.wav,3.0
audio_686.wav,3.5
audio_346.wav,3.0
audio_988.wav,3.5
audio_653.wav,3.0
audio_809.wav,3.0
audio_1043.wav,3.0
audio_542.wav,3.0
audio_1106.wav,3.5
audio_643.wav,3.0
audio_1333.wav,3.5
audio_1239.wav,3.5
audio_1264.wav,3.0
audio_854.wav,3.0
audio_681.wav,3.5
audio_711.wav,3.0
audio_5.wav,3.0
audio_446.wav,3.0
audio_827.wav,3.5
audio_67.wav,3.0
audio_776.wav,3.0
audio_93.wav,3.0
audio_677.wav,3.5
audio_1226.wav,3.0
audio_1136.wav,3.5
audio_536.wav,3.0
audio_1247.wav,3.0
audio_61.wav,3.0
audio_336.wav,3.0
audio_661.wav,3.0
audio_788.wav,3.0
audio_1212.wav,3.0
audio_813.wav,3.0
audio_1118.wav,3.5
audio_678.wav,3.0
audio_427.wav,3.0
audio_755.wav,3.0
audio_110.wav,3.5
audio_859.wav,3.0
audio_957.wav,3.0
audio_1252.wav,3.0
audio_1126.wav,3.0
audio_699.wav,3.5
audio_1314.wav,3.0
audio_794.wav,3.5
audio_1129.wav,3.0
audio_808.wav,3.5
audio_875.wav,3.0
audio_842.wav,3.0
audio_1182.wav,3.0
audio_848.wav,3.5
audio_1040.wav,3.0
audio_956.wav,3.0
audio_902.wav,3.0
audio_441.wav,3.0
audio_237.wav,3.0
audio_1290.wav,3.0
audio_1162.wav,3.5
audio_700.wav,3.5
audio_1200.wav,3.5
audio_147.wav,3.0
audio_212.wav,3.0
audio_168.wav,3.0
audio_240.wav,3.0
audio_695.wav,3.0
audio_256.wav,3.5
audio_443.wav,3.0
audio_63.wav,3.0
audio_721.wav,3.0
audio_636.wav,3.0
audio_870.wav,3.5
audio_1335.wav,3.0
audio_707.wav,3.5
audio_581.wav,3.0
audio_272.wav,3.0
audio_1284.wav,3.0
audio_1135.wav,3.0
audio_1187.wav,3.0
audio_480.wav,3.0
audio_445.wav,3.0
audio_447.wav,3.0
audio_1191.wav,3.5
audio_1266.wav,3.0
audio_1307.wav,3.0
audio_270.wav,3.0
audio_1032.wav,3.0
audio_931.wav,3.0
audio_71.wav,3.0
audio_482.wav,3.0
audio_725.wav,3.0
audio_301.wav,3.0
audio_184.wav,3.0
audio_387.wav,4.5
audio_730.wav,4.0
audio_980.wav,4.5
audio_602.wav,4.0
audio_874.wav,4.0
audio_1148.wav,4.5
audio_954.wav,4.0
audio_185.wav,4.0
audio_12.wav,4.5
audio_241.wav,4.5
audio_697.wav,4.5
audio_548.wav,4.0
audio_1128.wav,4.0
audio_582.wav,4.5
audio_925.wav,4.5
audio_69.wav,4.0
audio_896.wav,4.5
audio_7.wav,4.5
audio_611.wav,4.5
audio_82.wav,4.5
audio_591.wav,4.5
audio_674.wav,4.5
audio_753.wav,4.0
audio_131.wav,4.5
audio_1103.wav,4.0
audio_961.wav,4.5
audio_188.wav,4.5
audio_926.wav,4.0
audio_921.wav,4.0
audio_955.wav,4.0
audio_127.wav,4.5
audio_327.wav,4.5
audio_485.wav,4.5
audio_705.wav,4.0
audio_1147.wav,4.5
audio_468.wav,4.5
audio_477.wav,4.5
audio_395.wav,4.5
audio_1065.wav,4.5
audio_254.wav,4.0
audio_1017.wav,4.0
audio_1196.wav,4.5
audio_358.wav,4.5
audio_716.wav,4.5
audio_1236.wav,4.5
audio_807.wav,4.5
audio_490.wav,4.0
audio_492.wav,4.5
audio_469.wav,4.0
audio_890.wav,4.0
audio_600.wav,4.5
audio_731.wav,4.0
audio_339.wav,4.5
audio_909.wav,4.5
audio_658.wav,4.0
audio_117.wav,4.0
audio_1082.wav,4.0
audio_291.wav,4.0
audio_1066.wav,4.5
audio_630.wav,4.5
audio_404.wav,4.5
audio_334.wav,4.0
audio_33.wav,4.5
audio_186.wav,4.0
audio_693.wav,4.0
audio_937.wav,4.0
audio_424.wav,4.5
audio_1262.wav,4.0
audio_624.wav,4.5
audio_620.wav,4.5
audio_142.wav,4.0
audio_259.wav,4.0
audio_503.wav,4.5
audio_1125.wav,4.0
audio_1332.wav,4.0
audio_52.wav,4.0
audio_558.wav,4.0
audio_223.wav,4.0
audio_194.wav,4.5
audio_362.wav,4.0
audio_1153.wav,4.5
audio_200.wav,4.5
audio_479.wav,4.0
audio_455.wav,4.5
audio_313.wav,4.0
audio_15.wav,4.5
audio_1100.wav,4.0
audio_80.wav,4.0
audio_887.wav,4.0
audio_105.wav,4.5
audio_483.wav,4.0
audio_796.wav,4.0
audio_2.wav,4.0
audio_317.wav,4.5
audio_963.wav,4.0
audio_123.wav,4.5
audio_1272.wav,4.0
audio_315.wav,4.0
audio_1202.wav,4.5
audio_1008.wav,4.0
audio_787.wav,4.0
audio_1274.wav,4.5
audio_265.wav,4.5
audio_1268.wav,4.5
audio_526.wav,4.5
audio_1285.wav,4.0
audio_460.wav,4.5
audio_696.wav,4.0
audio_44.wav,4.5
audio_478.wav,4.5
audio_450.wav,5.0
audio_1164.wav,5.0
audio_245.wav,5.0
audio_255.wav,5.0
audio_513.wav,5.0
audio_504.wav,5.0
audio_590.wav,5.0
audio_592.wav,5.0
audio_389.wav,5.0
audio_353.wav,5.0
audio_250.wav,5.0
audio_432.wav,5.0
audio_583.wav,5.0
audio_402.wav,5.0
audio_312.wav,5.0
audio_493.wav,5.0
audio_516.wav,5.0
audio_373.wav,5.0
audio_119.wav,5.0
audio_1175.wav,5.0
audio_1160.wav,5.0
audio_102.wav,5.0
audio_140.wav,5.0
audio_205.wav,5.0
audio_414.wav,5.0
audio_314.wav,5.0
audio_374.wav,5.0
audio_1177.wav,5.0
audio_464.wav,5.0
audio_518.wav,5.0
audio_352.wav,5.0
audio_396.wav,5.0
audio_332.wav,5.0
audio_495.wav,5.0
audio_53.wav,5.0
audio_463.wav,5.0
audio_970.wav,5.0
audio_120.wav,5.0
audio_293.wav,5.0
audio_688.wav,5.0
audio_834.wav,5.0
audio_440.wav,5.0
audio_116.wav,5.0
audio_359.wav,5.0
audio_74.wav,5.0
audio_154.wav,5.0
audio_32.wav,5.0
audio_413.wav,5.0
audio_1075.wav,5.0
audio_163.wav,5.0
audio_1171.wav,5.0
audio_745.wav,5.0
audio_527.wav,5.0
audio_202.wav,5.0
audio_533.wav,5.0
audio_226.wav,5.0
audio_552.wav,5.0
audio_978.wav,5.0
audio_994.wav,5.0
audio_365.wav,5.0
audio_1185.wav,5.0
audio_826.wav,5.0
audio_860.wav,5.0
audio_23.wav,5.0
audio_144.wav,5.0
audio_586.wav,5.0
audio_489.wav,5.0
audio_694.wav,5.0
audio_704.wav,5.0
audio_783.wav,5.0
audio_1059.wav,5.0
audio_549.wav,5.0
audio_627.wav,5.0
audio_311.wav,5.0
audio_118.wav,5.0
audio_462.wav,5.0
audio_419.wav,5.0
audio_983.wav,5.0
audio_1172.wav,5.0
audio_436.wav,5.0
audio_687.wav,5.0
audio_514.wav,5.0
audio_484.wav,5.0
audio_1131.wav,5.0
audio_55.wav,5.0
audio_547.wav,5.0
audio_652.wav,5.0
audio_703.wav,5.0
audio_9.wav,5.0
audio_563.wav,5.0
audio_1078.wav,5.0
audio_758.wav,5.0
audio_647.wav,5.0
audio_867.wav,5.0
audio_567.wav,5.0
audio_471.wav,5.0
audio_576.wav,5.0
audio_210.wav,5.0
audio_993.wav,5.0
audio_390.wav,5.0
audio_104.wav,5.0
audio_366.wav,5.0
audio_990.wav,5.0
audio_1099.wav,5.0
audio_609.wav,5.0
audio_494.wav,5.0
audio_363.wav,5.0
audio_481.wav,5.0
audio_989.wav,5.0
audio_1163.wav,5.0
